arch,strategy,seed,bin,bin_range,count_before,count_after,pct_before,pct_after
efficientnet_v2_b0,finetuned,3,1,"(0.1,0.2]",0,0,0.0,0.0
efficientnet_v2_b0,finetuned,3,2,"(0.2,0.3]",103,17,6.73202614379085,1.1111111111111112
efficientnet_v2_b0,finetuned,3,3,"(0.3,0.4]",191,85,12.483660130718954,5.555555555555555
efficientnet_v2_b0,finetuned,3,4,"(0.4,0.5]",132,121,8.627450980392156,7.908496732026144
efficientnet_v2_b0,finetuned,3,5,"(0.5,0.6]",118,98,7.712418300653595,6.405228758169935
efficientnet_v2_b0,finetuned,3,6,"(0.6,0.7]",141,93,9.215686274509803,6.078431372549019
efficientnet_v2_b0,finetuned,3,7,"(0.7,0.8]",172,85,11.241830065359476,5.555555555555555
efficientnet_v2_b0,finetuned,3,8,"(0.8,0.9]",255,153,16.666666666666668,10.0
efficientnet_v2_b0,finetuned,3,9,"(0.9,1.0]",418,878,27.320261437908496,57.38562091503268
nasnet_mobile,frozen,1,0,"(0.0,0.1]",0,0,0.0,0.0
nasnet_mobile,frozen,1,1,"(0.1,0.2]",0,0,0.0,0.0
nasnet_mobile,frozen,1,2,"(0.2,0.3]",1,7,0.06535947712418301,0.45751633986928103
nasnet_mobile,frozen,1,3,"(0.3,0.4]",45,83,2.9411764705882355,5.42483660130719
nasnet_mobile,frozen,1,4,"(0.4,0.5]",82,116,5.359477124183006,7.5816993464052285
nasnet_mobile,frozen,1,5,"(0.5,0.6]",107,120,6.993464052287582,7.8431372549019605
nasnet_mobile,frozen,1,6,"(0.6,0.7]",97,125,6.339869281045751,8.169934640522875
nasnet_mobile,frozen,1,7,"(0.7,0.8]",112,133,7.3202614379084965,8.69281045751634
nasnet_mobile,frozen,1,8,"(0.8,0.9]",156,191,10.196078431372548,12.483660130718954
nasnet_mobile,frozen,1,9,"(0.9,1.0]",930,755,60.78431372549019,49.34640522875817
nasnet_mobile,frozen,2,0,"(0.0,0.1]",0,0,0.0,0.0
nasnet_mobile,frozen,2,1,"(0.1,0.2]",0,0,0.0,0.0
nasnet_mobile,frozen,2,2,"(0.2,0.3]",4,8,0.26143790849673204,0.5228758169934641
nasnet_mobile,frozen,2,3,"(0.3,0.4]",57,84,3.7254901960784315,5.490196078431373
nasnet_mobile,frozen,2,4,"(0.4,0.5]",92,107,6.0130718954248366,6.993464052287582
nasnet_mobile,frozen,2,5,"(0.5,0.6]",107,116,6.993464052287582,7.5816993464052285
nasnet_mobile,frozen,2,6,"(0.6,0.7]",98,150,6.405228758169935,9.803921568627452
nasnet_mobile,frozen,2,7,"(0.7,0.8]",155,148,10.130718954248366,9.673202614379084
nasnet_mobile,frozen,2,8,"(0.8,0.9]",177,216,11.568627450980392,14.117647058823529
nasnet_mobile,frozen,2,9,"(0.9,1.0]",840,701,54.90196078431372,45.81699346405229
nasnet_mobile,frozen,3,0,"(0.0,0.1]",0,0,0.0,0.0
nasnet_mobile,frozen,3,1,"(0.1,0.2]",0,0,0.0,0.0
nasnet_mobile,frozen,3,2,"(0.2,0.3]",7,8,0.45751633986928103,0.5228758169934641
nasnet_mobile,frozen,3,3,"(0.3,0.4]",71,81,4.640522875816994,5.294117647058823
nasnet_mobile,frozen,3,4,"(0.4,0.5]",98,121,6.405228758169935,7.908496732026144
nasnet_mobile,frozen,3,5,"(0.5,0.6]",121,144,7.908496732026144,9.411764705882353
nasnet_mobile,frozen,3,6,"(0.6,0.7]",147,138,9.607843137254902,9.019607843137255
nasnet_mobile,frozen,3,7,"(0.7,0.8]",129,130,8.431372549019608,8.49673202614379
nasnet_mobile,frozen,3,8,"(0.8,0.9]",162,200,10.588235294117647,13.071895424836601
nasnet_mobile,frozen,3,9,"(0.9,1.0]",795,708,51.96078431372549,46.27450980392157
nasnet_mobile,finetuned,1,0,"(0.0,0.1]",0,0,0.0,0.0
nasnet_mobile,finetuned,1,1,"(0.1,0.2]",0,0,0.0,0.0
nasnet_mobile,finetuned,1,2,"(0.2,0.3]",76,22,4.967320261437909,1.4379084967320261
nasnet_mobile,finetuned,1,3,"(0.3,0.4]",261,125,17.058823529411764,8.169934640522875
nasnet_mobile,finetuned,1,4,"(0.4,0.5]",200,183,13.071895424836601,11.96078431372549
nasnet_mobile,finetuned,1,5,"(0.5,0.6]",219,136,14.313725490196079,8.88888888888889
nasnet_mobile,finetuned,1,6,"(0.6,0.7]",163,155,10.65359477124183,10.130718954248366
nasnet_mobile,finetuned,1,7,"(0.7,0.8]",187,170,12.222222222222221,11.11111111111111
nasnet_mobile,finetuned,1,8,"(0.8,0.9]",230,193,15.032679738562091,12.61437908496732
nasnet_mobile,finetuned,1,9,"(0.9,1.0]",194,546,12.679738562091503,35.68627450980392
nasnet_mobile,finetuned,2,0,"(0.0,0.1]",0,0,0.0,0.0
nasnet_mobile,finetuned,2,1,"(0.1,0.2]",0,0,0.0,0.0
nasnet_mobile,finetuned,2,2,"(0.2,0.3]",88,24,5.751633986928105,1.5686274509803921
nasnet_mobile,finetuned,2,3,"(0.3,0.4]",248,143,16.209150326797385,9.34640522875817
nasnet_mobile,finetuned,2,4,"(0.4,0.5]",198,160,12.941176470588236,10.457516339869281
nasnet_mobile,finetuned,2,5,"(0.5,0.6]",215,167,14.052287581699346,10.915032679738562
nasnet_mobile,finetuned,2,6,"(0.6,0.7]",187,140,12.222222222222221,9.15032679738562
nasnet_mobile,finetuned,2,7,"(0.7,0.8]",199,166,13.006535947712418,10.84967320261438
nasnet_mobile,finetuned,2,8,"(0.8,0.9]",223,231,14.57516339869281,15.098039215686274
nasnet_mobile,finetuned,2,9,"(0.9,1.0]",172,499,11.241830065359476,32.61437908496732
nasnet_mobile,finetuned,3,0,"(0.0,0.1]",0,0,0.0,0.0
nasnet_mobile,finetuned,3,1,"(0.1,0.2]",0,0,0.0,0.0
nasnet_mobile,finetuned,3,2,"(0.2,0.3]",76,21,4.967320261437909,1.3725490196078431
nasnet_mobile,finetuned,3,3,"(0.3,0.4]",236,116,15.42483660130719,7.5816993464052285
nasnet_mobile,finetuned,3,4,"(0.4,0.5]",233,160,15.22875816993464,10.457516339869281
nasnet_mobile,finetuned,3,5,"(0.5,0.6]",191,174,12.483660130718954,11.372549019607844
nasnet_mobile,finetuned,3,6,"(0.6,0.7]",197,134,12.875816993464053,8.758169934640524
nasnet_mobile,finetuned,3,7,"(0.7,0.8]",214,172,13.986928104575163,11.241830065359476
nasnet_mobile,finetuned,3,8,"(0.8,0.9]",238,230,15.555555555555555,15.032679738562091
nasnet_mobile,finetuned,3,9,"(0.9,1.0]",145,523,9.477124183006536,34.18300653594771
convnext_tiny,frozen,1,0,"(0.0,0.1]",0,0,0.0,0.0
convnext_tiny,frozen,1,1,"(0.1,0.2]",0,0,0.0,0.0
convnext_tiny,frozen,1,2,"(0.2,0.3]",1,4,0.06535947712418301,0.26143790849673204
convnext_tiny,frozen,1,3,"(0.3,0.4]",37,55,2.418300653594771,3.5947712418300655
convnext_tiny,frozen,1,4,"(0.4,0.5]",73,88,4.771241830065359,5.751633986928105
convnext_tiny,frozen,1,5,"(0.5,0.6]",81,97,5.294117647058823,6.339869281045751
convnext_tiny,frozen,1,6,"(0.6,0.7]",86,93,5.620915032679738,6.078431372549019
convnext_tiny,frozen,1,7,"(0.7,0.8]",99,98,6.470588235294118,6.405228758169935
convnext_tiny,frozen,1,8,"(0.8,0.9]",133,178,8.69281045751634,11.633986928104575
convnext_tiny,frozen,1,9,"(0.9,1.0]",1020,917,66.66666666666667,59.93464052287582
convnext_tiny,frozen,2,0,"(0.0,0.1]",0,0,0.0,0.0
convnext_tiny,frozen,2,1,"(0.1,0.2]",0,0,0.0,0.0
convnext_tiny,frozen,2,2,"(0.2,0.3]",3,6,0.19607843137254902,0.39215686274509803
convnext_tiny,frozen,2,3,"(0.3,0.4]",39,48,2.549019607843137,3.1372549019607843
convnext_tiny,frozen,2,4,"(0.4,0.5]",74,89,4.836601307189542,5.816993464052287
convnext_tiny,frozen,2,5,"(0.5,0.6]",77,84,5.032679738562091,5.490196078431373
convnext_tiny,frozen,2,6,"(0.6,0.7]",88,103,5.751633986928105,6.73202614379085
convnext_tiny,frozen,2,7,"(0.7,0.8]",95,102,6.209150326797386,6.666666666666667
convnext_tiny,frozen,2,8,"(0.8,0.9]",145,171,9.477124183006536,11.176470588235293
convnext_tiny,frozen,2,9,"(0.9,1.0]",1009,927,65.94771241830065,60.588235294117645
convnext_tiny,frozen,3,0,"(0.0,0.1]",0,0,0.0,0.0
convnext_tiny,frozen,3,1,"(0.1,0.2]",0,0,0.0,0.0
convnext_tiny,frozen,3,2,"(0.2,0.3]",5,8,0.32679738562091504,0.5228758169934641
convnext_tiny,frozen,3,3,"(0.3,0.4]",37,50,2.418300653594771,3.2679738562091503
convnext_tiny,frozen,3,4,"(0.4,0.5]",78,89,5.098039215686274,5.816993464052287
convnext_tiny,frozen,3,5,"(0.5,0.6]",89,93,5.816993464052287,6.078431372549019
convnext_tiny,frozen,3,6,"(0.6,0.7]",77,88,5.032679738562091,5.751633986928105
convnext_tiny,frozen,3,7,"(0.7,0.8]",92,114,6.0130718954248366,7.450980392156863
convnext_tiny,frozen,3,8,"(0.8,0.9]",156,161,10.196078431372548,10.522875816993464
convnext_tiny,frozen,3,9,"(0.9,1.0]",996,927,65.09803921568627,60.588235294117645
convnext_tiny,finetuned,1,0,"(0.0,0.1]",0,0,0.0,0.0
convnext_tiny,finetuned,1,1,"(0.1,0.2]",0,0,0.0,0.0
convnext_tiny,finetuned,1,2,"(0.2,0.3]",12,13,0.7843137254901961,0.8496732026143791
convnext_tiny,finetuned,1,3,"(0.3,0.4]",49,57,3.2026143790849675,3.7254901960784315
convnext_tiny,finetuned,1,4,"(0.4,0.5]",88,82,5.751633986928105,5.359477124183006
convnext_tiny,finetuned,1,5,"(0.5,0.6]",91,93,5.947712418300654,6.078431372549019
convnext_tiny,finetuned,1,6,"(0.6,0.7]",70,76,4.57516339869281,4.967320261437909
convnext_tiny,finetuned,1,7,"(0.7,0.8]",99,97,6.470588235294118,6.339869281045751
convnext_tiny,finetuned,1,8,"(0.8,0.9]",140,141,9.15032679738562,9.215686274509803
convnext_tiny,finetuned,1,9,"(0.9,1.0]",981,971,64.11764705882354,63.4640522875817
convnext_tiny,finetuned,2,0,"(0.0,0.1]",0,0,0.0,0.0
convnext_tiny,finetuned,2,1,"(0.1,0.2]",0,0,0.0,0.0
convnext_tiny,finetuned,2,2,"(0.2,0.3]",9,11,0.5882352941176471,0.7189542483660131
convnext_tiny,finetuned,2,3,"(0.3,0.4]",53,60,3.4640522875816995,3.9215686274509802
convnext_tiny,finetuned,2,4,"(0.4,0.5]",86,86,5.620915032679738,5.620915032679738
convnext_tiny,finetuned,2,5,"(0.5,0.6]",73,75,4.771241830065359,4.901960784313726
convnext_tiny,finetuned,2,6,"(0.6,0.7]",81,82,5.294117647058823,5.359477124183006
convnext_tiny,finetuned,2,7,"(0.7,0.8]",99,102,6.470588235294118,6.666666666666667
convnext_tiny,finetuned,2,8,"(0.8,0.9]",132,131,8.627450980392156,8.562091503267974
convnext_tiny,finetuned,2,9,"(0.9,1.0]",997,983,65.16339869281046,64.2483660130719
convnext_tiny,finetuned,3,0,"(0.0,0.1]",0,0,0.0,0.0
convnext_tiny,finetuned,3,1,"(0.1,0.2]",0,0,0.0,0.0
convnext_tiny,finetuned,3,2,"(0.2,0.3]",5,5,0.32679738562091504,0.32679738562091504
convnext_tiny,finetuned,3,3,"(0.3,0.4]",59,62,3.8562091503267975,4.052287581699346
convnext_tiny,finetuned,3,4,"(0.4,0.5]",81,89,5.294117647058823,5.816993464052287
convnext_tiny,finetuned,3,5,"(0.5,0.6]",88,92,5.751633986928105,6.0130718954248366
convnext_tiny,finetuned,3,6,"(0.6,0.7]",83,77,5.42483660130719,5.032679738562091
convnext_tiny,finetuned,3,7,"(0.7,0.8]",87,91,5.686274509803922,5.947712418300654
convnext_tiny,finetuned,3,8,"(0.8,0.9]",148,160,9.673202614379084,10.457516339869281
convnext_tiny,finetuned,3,9,"(0.9,1.0]",979,954,63.98692810457516,62.35294117647059
